derived_sample_id	arabiensis_prob_mean	coluzzii_prob_mean	fontenillei_prob_mean	gambiae_prob_mean	gcx1_prob_mean	gcx2_prob_mean	gcx3_prob_mean	gcx4_prob_mean	melas_prob_mean	merus_prob_mean	quadriannulatus_prob_mean	max_mean_prob_taxon	max_mean_taxon_prob_diff	max_mean_taxon_prob_qual	arabiensis_votes	coluzzii_votes	fontenillei_votes	gambiae_votes	gcx1_votes	gcx2_votes	gcx3_votes	gcx4_votes	melas_votes	merus_votes	quadriannulatus_votes	max_votes_taxon	max_votes_taxon_ratio_diff
VBS83186-7466STDY14206625	0.9984978540772532	0.00017167381974248928	8.583690987124464e-05	0.0010300429184549357	4.291845493562232e-05	8.583690987124464e-05	4.291845493562232e-05	0.0	0.0	4.291845493562232e-05	0.0	arabiensis	0.9974678111587982	29.86491773038421	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83187-7466STDY14206626	0.9981115879828326	0.00025751072961373387	0.0	0.0013304721030042918	4.291845493562232e-05	0.0002145922746781116	4.291845493562232e-05	0.0	0.0	0.0	0.0	arabiensis	0.9967811158798283	28.751732923294778	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83188-7466STDY14206627	0.9989270386266095	0.00017167381974248928	4.291845493562232e-05	0.0005579399141630902	4.291845493562232e-05	4.291845493562232e-05	0.0	0.00012875536480686693	4.291845493562232e-05	4.291845493562232e-05	0.0	arabiensis	0.9983690987124464	32.52946259551093	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83189-7466STDY14206628	0.998755364806867	0.00017167381974248928	0.0	0.0009012875536480688	4.291845493562232e-05	4.291845493562232e-05	0.0	4.291845493562232e-05	4.291845493562232e-05	0.0	0.0	arabiensis	0.997854077253219	30.44595703287408	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83190-7466STDY14206629	0.9973819742489269	0.0007296137339055795	8.583690987124464e-05	0.001459227467811159	4.291845493562232e-05	0.0002575107296137339	0.0	0.0	4.291845493562232e-05	0.0	0.0	arabiensis	0.9959227467811158	28.3473848918544	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83192-7466STDY14206631	0.9981545064377683	0.0006008583690987125	4.291845493562232e-05	0.0011158798283261804	0.0	4.291845493562232e-05	0.0	0.0	4.291845493562232e-05	0.0	0.0	arabiensis	0.9970386266094421	29.515803060274365	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83193-7466STDY14206632	0.9980257510729613	0.00038626609442060086	0.0	0.0012446351931330471	4.291845493562232e-05	0.00012875536480686693	8.583690987124464e-05	0.0	0.0	8.583690987124464e-05	0.0	arabiensis	0.9967811158798283	29.04099635380878	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83194-7466STDY14206633	0.998755364806867	0.00017167381974248928	8.583690987124464e-05	0.0007725321888412017	4.291845493562232e-05	0.0	8.583690987124464e-05	4.291845493562232e-05	0.0	0.0	4.291845493562232e-05	arabiensis	0.9979828326180258	31.11542484887021	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83195-7466STDY14206634	0.9982403433476394	0.00034334763948497857	0.0	0.0012446351931330473	8.583690987124464e-05	8.583690987124464e-05	0.0	0.0	0.0	0.0	0.0	arabiensis	0.9969957081545064	29.04193005940406	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83196-7466STDY14206635	0.9977682403433475	0.0006866952789699571	8.583690987124464e-05	0.0013304721030042918	4.291845493562232e-05	0.0	0.0	4.291845493562232e-05	0.0	0.0	4.291845493562232e-05	arabiensis	0.9964377682403432	28.750238705210677	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83197-7466STDY14206636	0.997725321888412	0.0007725321888412017	8.583690987124464e-05	0.0012446351931330471	8.583690987124464e-05	8.583690987124464e-05	0.0	0.0	0.0	0.0	0.0	arabiensis	0.996480686695279	29.039688828639008	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83198-7466STDY14206637	0.9986266094420602	0.0004291845493562232	8.583690987124464e-05	0.0006008583690987125	0.0	0.00012875536480686693	0.0	4.291845493562232e-05	0.0	0.0	8.583690987124464e-05	arabiensis	0.9980257510729614	32.20630947212577	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83199-7466STDY14206638	0.9973819742489269	0.0006437768240343348	4.291845493562232e-05	0.0015879828326180257	0.00012875536480686693	0.0002145922746781116	0.0	0.0	0.0	0.0	0.0	arabiensis	0.9957939914163089	27.980156845738307	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83200-7466STDY14206639	0.9984549356223176	0.0004721030042918455	0.0	0.0008583690987124464	0.00017167381974248928	0.0	0.0	0.0	0.0	0.0	4.291845493562232e-05	arabiensis	0.9975965665236052	30.65654342963155	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83201-7466STDY14206640	0.9973819742489269	0.0007725321888412017	8.583690987124464e-05	0.0012875536480686696	8.583690987124464e-05	0.00025751072961373387	0.0	0.0	0.0	8.583690987124464e-05	4.291845493562232e-05	arabiensis	0.9960944206008583	28.890961475397738	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83202-7466STDY14206641	0.9986266094420602	0.00034334763948497857	0.0	0.0009871244635193132	0.0	0.0	0.0	0.0	4.291845493562232e-05	0.0	0.0	arabiensis	0.9976394849785408	30.050311751563093	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
VBS83203-7466STDY14206642	0.9984120171673819	0.00038626609442060086	0.0	0.0010300429184549355	0.0	4.291845493562232e-05	0.0	0.0	0.0	4.291845493562232e-05	8.583690987124464e-05	arabiensis	0.9973819742489269	29.864544368552945	233	0	0	0	0	0	0	0	0	0	0	arabiensis	0.9999999999995709
